State,District,Crop,Season,Area,Production,Yield,Risk
Madhya Pradesh,Chhatarpur,Wheat,Rabi,2.52,6.3,2503.0,Low
Maharashtra,Satara,Nutri/Coarse Cereals,Total,2.21,3.07,1387.0,Medium
Madhya Pradesh,Dhar,Cereals,Rabi,2.9,10.01,3450.0,Low
Goa,North Goa,Total Food Grains,Rabi,0.05,0.1,1839.0,Medium
Madhya Pradesh,Rajgarh,Shree Anna /Nutri Cereals,Total,0.01,0.01,1426.0,Medium
Rajasthan,Dholpur,Maize,Total,0.0,0.0,2552.0,Low
Jharkhand,Saraikela Kharsawan,Tur,Total,0.09,0.11,1200.0,Medium
Madhya Pradesh,Shahdol,Gram,Total,0.02,0.03,1192.0,Medium
Bihar,Muzaffarpur,Lentil,Rabi,0.01,0.01,926.0,Medium
Maharashtra,Pune,Total Food Grains,Summer,0.11,0.16,1384.0,Medium
Telangana,Nirmal,Shree Anna /Nutri Cereals,Rabi,0.17,0.31,1878.0,Low
Maharashtra,Pune,Rice,Kharif,0.61,1.83,2983.0,Low
Arunachal Pradesh,Lower Subansiri,Total Pulses,Total,0.0,0.01,1276.0,Medium
Uttarakhand,Pauri Garhwal,Ragi,Kharif,0.08,0.13,1687.0,Medium
Rajasthan,Alwar,Total Food Grains,Rabi,0.93,3.57,3845.0,Low
Maharashtra,Kolhapur,Urad,Summer,0.0,0.0,500.0,High
Karnataka,Shivamogga,Other Pulses,Kharif,0.0,0.0,594.0,High
Maharashtra,Bhandara,Total Food Grains,Summer,0.66,1.8,2734.0,Low
Karnataka,Kolar,Maize,Summer,0.01,0.04,4328.0,Low
Andhra Pradesh,Spsr Nellore,Ragi,Total,0.0,0.0,1610.0,Medium
Telangana,Siddipet,Moong,Kharif,0.0,0.0,643.0,High
Karnataka,Chamarajanagara,Other Pulses,Kharif,0.03,0.03,795.0,High
Karnataka,Mysuru,Total Food Grains,Summer,0.19,0.66,3485.0,Low
Bihar,Supaul,Ragi,Kharif,0.0,0.0,973.0,Medium
Punjab,Hoshiarpur,Cereals,Total,2.67,11.34,4247.0,Low
Bihar,Saran,Tur,Kharif,0.0,0.0,2019.0,Low
Karnataka,Chitradurga,Urad,Kharif,0.0,0.0,590.0,High
Bihar,Bhagalpur,Barley,Total,0.0,0.0,1687.0,Medium
Madhya Pradesh,Rajgarh,Nutri/Coarse Cereals,Summer,0.0,0.01,4825.0,Low
Madhya Pradesh,Hoshangabad,Moong,Kharif,0.0,0.0,460.0,High
Maharashtra,Satara,Shree Anna /Nutri Cereals,Summer,0.0,0.0,910.0,Medium
Bihar,Bhojpur,Gram,Rabi,0.04,0.05,1211.0,Medium
Himachal Pradesh,Chamba,Small Millets,Kharif,0.01,0.0,620.0,High
Himachal Pradesh,Sirmaur,Lentil,Rabi,0.0,0.0,1052.0,Medium
Madhya Pradesh,Umaria,Urad,Summer,0.08,0.1,1215.0,Medium
Jharkhand,Dhanbad,Cereals,Kharif,0.32,0.67,2068.0,Low
Andhra Pradesh,Nandyal,Cereals,Summer,0.01,0.02,2215.0,Low
Karnataka,Vijayanagar,Cereals,Total,3.17,8.09,2552.0,Low
Arunachal Pradesh,Kurung Kumey,Total Pulses,Total,0.0,0.0,1060.0,Medium
Arunachal Pradesh,Namsai,Rice,Rabi,0.0,0.0,471.0,High
Karnataka,Dharwad,Cereals,Total,1.18,2.68,2273.0,Low
Maharashtra,Ratnagiri,Cereals,Rabi,0.0,0.0,2503.0,Low
Uttarakhand,Pauri Garhwal,Small Millets,Kharif,0.04,0.05,1183.0,Medium
Maharashtra,Amravati,Nutri/Coarse Cereals,Rabi,0.01,0.01,952.0,Medium
Andhra Pradesh,Prakasam,Maize,Kharif,0.04,0.16,4127.0,Low
Karnataka,Chamarajanagara,Nutri/Coarse Cereals,Rabi,0.05,0.19,4082.0,Low
Telangana,Nalgonda,Gram,Total,0.0,0.0,1762.0,Medium
Bihar,Gopalganj,Cereals,Kharif,0.51,1.28,2504.0,Low
Rajasthan,Jhalawar,Wheat,Total,1.59,5.69,3580.0,Low
Rajasthan,Barmer,Wheat,Total,0.03,0.09,3559.0,Low
Rajasthan,Pratapgarh,Bajra,Kharif,0.0,0.0,1144.0,Medium
Bihar,Aurangabad,Cereals,Total,2.82,8.29,2938.0,Low
Punjab,Malerkotla,Barley,Rabi,0.0,0.02,4245.0,Low
Jharkhand,Lohardaga,Other Pulses,Total,0.03,0.03,950.0,Medium
Rajasthan,Alwar,Moong,Total,0.0,0.0,1208.0,Medium
Telangana,Siddipet,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,891.0,Medium
Arunachal Pradesh,Papum Pare,Other Pulses,Kharif,0.0,0.0,653.0,High
Madhya Pradesh,Datia,Wheat,Total,1.46,4.25,2907.0,Low
Bihar,Saharsa,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,896.0,Medium
Maharashtra,Gadchiroli,Other Pulses,Kharif,0.0,0.0,444.0,High
Andhra Pradesh,Spsr Nellore,Shree Anna /Nutri Cereals,Kharif,0.01,0.02,2504.0,Low
Karnataka,Ballari,Ragi,Kharif,0.02,0.03,1366.0,Medium
Karnataka,Bagalkote,Moong,Rabi,0.0,0.0,299.0,High
Rajasthan,Beawar,Jowar,Total,0.46,0.34,735.0,High
Punjab,Barnala,Nutri/Coarse Cereals,Total,0.01,0.02,3442.0,Low
Madhya Pradesh,Gwalior,Other Pulses,Rabi,0.02,0.02,1021.0,Medium
Madhya Pradesh,Indore,Total Pulses,Total,0.03,0.04,1422.0,Medium
Madhya Pradesh,Dewas,Moong,Summer,0.61,0.68,1108.0,Medium
Rajasthan,Dungarpur,Nutri/Coarse Cereals,Rabi,0.01,0.02,2943.0,Low
Arunachal Pradesh,Lower Subansiri,Lentil,Total,0.0,0.0,548.0,High
Jharkhand,Godda,Cereals,Rabi,0.15,0.37,2500.0,Low
Uttarakhand,Dehradun,Total Food Grains,Total,0.27,0.8,2965.0,Low
Bihar,Nawada,Jowar,Total,0.0,0.0,1060.0,Medium
Tripura,Dhalai,Wheat,Total,0.0,0.0,2427.0,Low
Karnataka,Udupi,Rice,Total,0.28,0.79,2807.0,Low
Telangana,Mulugu,Total Pulses,Total,0.0,0.0,1188.0,Medium
Karnataka,Vijayapura,Rice,Total,0.0,0.0,2582.0,Low
Karnataka,Vijayapura,Wheat,Rabi,0.32,0.35,1117.0,Medium
Maharashtra,Ahmednagar,Total Pulses,Total,3.09,2.82,913.0,Medium
Madhya Pradesh,Narsinghpur,Bajra,Total,0.0,0.0,1333.0,Medium
Karnataka,Koppal,Wheat,Rabi,0.01,0.01,534.0,High
Uttarakhand,Dehradun,Urad,Kharif,0.0,0.0,593.0,High
Bihar,Khagaria,Wheat,Rabi,0.26,0.94,3649.0,Low
Karnataka,Chikkaballapura,Maize,Kharif,0.53,1.21,2300.0,Low
Bihar,Samastipur,Nutri/Coarse Cereals,Total,0.59,2.51,4268.0,Low
Karnataka,Uttara Kannada,Cereals,Rabi,0.04,0.12,3344.0,Low
Maharashtra,Pune,Total Food Grains,Rabi,1.9,3.22,1694.0,Medium
Telangana,Hanumakonda,Urad,Total,0.0,0.0,1763.0,Medium
Punjab,Barnala,Total Food Grains,Total,2.31,11.69,5062.0,Low
Bihar,Buxar,Tur,Total,0.0,0.0,1443.0,Medium
Madhya Pradesh,Ashoknagar,Moong,Total,0.01,0.0,664.0,High
Jharkhand,East Singhbum,Cereals,Kharif,0.91,1.55,1708.0,Medium
Karnataka,Ballari,Jowar,Kharif,0.11,0.37,3362.0,Low
Maharashtra,Palghar,Cereals,Summer,0.01,0.03,2794.0,Low
Rajasthan,Deeg,Nutri/Coarse Cereals,Rabi,0.01,0.03,3711.0,Low
Madhya Pradesh,Sidhi,Moong,Kharif,0.03,0.01,350.0,High
Jharkhand,Dhanbad,Gram,Rabi,0.01,0.01,1500.0,Medium
Rajasthan,Khairthal-Tijara,Rice,Kharif,0.0,0.0,2593.0,Low
Bihar,Samastipur,Shree Anna /Nutri Cereals,Total,0.0,0.0,664.0,High
Rajasthan,Udaipur,Wheat,Rabi,0.78,2.27,2924.0,Low
Punjab,Sri Muktsar Sahib,Moong,Total,0.01,0.01,771.0,High
Karnataka,Chikkaballapura,Shree Anna /Nutri Cereals,Kharif,0.41,0.58,1425.0,Medium
Bihar,Katihar,Tur,Total,0.0,0.0,1558.0,Medium
Telangana,Rajanna Sircilla,Tur,Total,0.0,0.0,823.0,High
Madhya Pradesh,Umaria,Tur,Kharif,0.02,0.02,649.0,High
Madhya Pradesh,Harda,Cereals,Kharif,0.22,0.51,2344.0,Low
Jharkhand,West Singhbhum,Lentil,Total,0.05,0.05,875.0,Medium
Karnataka,Haveri,Wheat,Total,0.0,0.0,677.0,High
Uttarakhand,Bageshwar,Total Food Grains,Rabi,0.14,0.23,1672.0,Medium
Madhya Pradesh,Harda,Wheat,Total,0.83,3.0,3613.0,Low
Karnataka,Raichur,Wheat,Rabi,0.0,0.0,1255.0,Medium
Arunachal Pradesh,Changlang,Cereals,Rabi,0.01,0.01,2093.0,Low
Jharkhand,Latehar,Nutri/Coarse Cereals,Kharif,0.2,0.63,3199.0,Low
Karnataka,Kolar,Shree Anna /Nutri Cereals,Rabi,0.0,0.0,1113.0,Medium
Telangana,Peddapalli,Gram,Total,0.0,0.0,1762.0,Medium
Uttarakhand,Haridwar,Maize,Kharif,0.0,0.01,3055.0,Low
Bihar,Banka,Rice,Summer,0.0,0.0,2800.0,Low
Bihar,Supaul,Other Pulses,Kharif,0.0,0.0,888.0,Medium
Telangana,Jagitial,Rice,Rabi,1.15,4.45,3881.0,Low
Madhya Pradesh,Mauganj,Jowar,Total,0.0,0.0,1320.0,Medium
Andhra Pradesh,Nandyal,Gram,Rabi,0.54,0.55,1029.0,Medium
Maharashtra,Ahmednagar,Bajra,Summer,0.03,0.03,910.0,Medium
Rajasthan,Bikaner,Shree Anna /Nutri Cereals,Kharif,1.02,0.56,543.0,High
Madhya Pradesh,Satna,Moong,Kharif,0.02,0.01,410.0,High
Punjab,Malerkotla,Barley,Total,0.0,0.02,4245.0,Low
Bihar,Rohtas,Other Pulses,Kharif,0.0,,,Low
Bihar,Darbhanga,Total Pulses,Total,0.09,0.05,589.0,High
Jharkhand,Jamtara,Total Food Grains,Rabi,0.36,0.45,1260.0,Medium
Telangana,Rajanna Sircilla,Rice,Kharif,0.68,2.78,4104.0,Low
Bihar,Saharsa,Tur,Kharif,0.0,0.0,1558.0,Medium
Andhra Pradesh,Kakinada,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,1304.0,Medium
Andhra Pradesh,Visakhapatanam,Other Pulses,Rabi,0.0,0.0,783.0,High
Rajasthan,Pratapgarh,Maize,Kharif,0.53,1.65,3144.0,Low
Madhya Pradesh,Umaria,Lentil,Total,0.02,0.01,791.0,High
Maharashtra,Nandurbar,Bajra,Kharif,0.02,0.03,1254.0,Medium
Madhya Pradesh,Shivpuri,Cereals,Total,3.73,11.45,3066.0,Low
Bihar,Nawada,Gram,Total,0.01,0.01,928.0,Medium
Himachal Pradesh,Shimla,Other Pulses,Total,0.0,0.0,423.0,High
Maharashtra,Sangli,Nutri/Coarse Cereals,Kharif,1.14,2.36,2069.0,Low
Madhya Pradesh,Betul,Nutri/Coarse Cereals,Total,2.23,5.7,2554.0,Low
Arunachal Pradesh,Tawang,Other Pulses,Kharif,0.0,0.0,557.0,High
Rajasthan,Ganganagar,Tur,Kharif,0.0,0.0,1401.0,Medium
Telangana,Kumuram Bheem Asifabad,Nutri/Coarse Cereals,Kharif,0.01,0.01,2254.0,Low
Andhra Pradesh,Guntur,Rice,Kharif,0.57,2.08,3670.0,Low
Bihar,Darbhanga,Moong,Summer,0.04,0.01,314.0,High
Karnataka,Hassan,Maize,Total,1.08,4.29,3978.0,Low
Rajasthan,Dholpur,Cereals,Rabi,0.57,2.36,4113.0,Low
Andhra Pradesh,Tirupati,Moong,Kharif,0.0,0.0,457.0,High
Madhya Pradesh,Narsinghpur,Total Food Grains,Total,6.14,12.57,2045.0,Low
Bihar,Munger,Nutri/Coarse Cereals,Summer,0.01,0.04,3652.0,Low
Telangana,Vikarabad,Total Pulses,Total,0.56,0.44,792.0,High
Maharashtra,Ahmednagar,Shree Anna /Nutri Cereals,Rabi,1.49,1.33,892.0,Medium
Maharashtra,Akola,Maize,Kharif,0.0,0.0,2746.0,Low
Madhya Pradesh,Datia,Rice,Kharif,1.0,1.93,1924.0,Low
Madhya Pradesh,Chhatarpur,Other Pulses,Rabi,0.33,0.26,799.0,High
Telangana,Peddapalli,Total Food Grains,Rabi,0.88,3.92,4454.0,Low
Rajasthan,Sirohi,Total Food Grains,Summer,0.05,0.09,1979.0,Low
Karnataka,Kolar,Cereals,Summer,0.01,0.05,4191.0,Low
Arunachal Pradesh,East Siang,Maize,Total,0.02,0.05,2024.0,Low
Bihar,Kaimur (Bhabua),Bajra,Kharif,0.0,0.0,1011.0,Medium
Madhya Pradesh,Neemuch,Urad,Kharif,0.02,0.01,595.0,High
Rajasthan,Bundi,Total Food Grains,Total,3.85,9.83,2552.0,Low
Telangana,Nirmal,Cereals,Kharif,0.6,2.24,3733.0,Low
Himachal Pradesh,Sirmaur,Barley,Total,0.02,0.04,2024.0,Low
Madhya Pradesh,Rajgarh,Total Food Grains,Rabi,3.41,11.11,3253.0,Low
Bihar,Patna,Rice,Kharif,0.91,2.93,3211.0,Low
Punjab,Shahid Bhagat Singh Nagar,Cereals,Rabi,0.78,3.9,5019.0,Low
Madhya Pradesh,Shajapur,Shree Anna /Nutri Cereals,Total,0.0,0.0,1198.0,Medium
Arunachal Pradesh,Kurung Kumey,Maize,Rabi,0.0,0.0,2030.0,Low
Goa,South Goa,Total Food Grains,Total,0.2,0.43,2117.0,Low
Madhya Pradesh,Ujjain,Barley,Total,0.0,0.0,1730.0,Medium
Maharashtra,Yavatmal,Maize,Summer,0.01,0.0,529.0,High
Arunachal Pradesh,Papum Pare,Nutri/Coarse Cereals,Total,0.04,0.06,1645.0,Medium
Maharashtra,Amravati,Bajra,Total,0.0,0.0,414.0,High
Madhya Pradesh,Bhind,Maize,Total,0.0,0.0,3662.0,Low
Jharkhand,Palamu,Jowar,Kharif,0.0,0.0,724.0,High
Maharashtra,Nashik,Total Food Grains,Total,5.82,16.88,2902.0,Low
Jharkhand,Giridih,Wheat,Total,0.13,0.32,2499.0,Low
Bihar,Samastipur,Nutri/Coarse Cereals,Rabi,0.25,1.37,5512.0,Low
Rajasthan,Jaisalmer,Nutri/Coarse Cereals,Rabi,0.0,0.0,3711.0,Low
Madhya Pradesh,Mandsaur,Nutri/Coarse Cereals,Rabi,0.0,0.0,1973.0,Low
Jharkhand,Godda,Cereals,Total,0.69,1.52,2186.0,Low
Karnataka,Ramanagara,Small Millets,Kharif,0.0,0.0,552.0,High
Maharashtra,Gadchiroli,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,322.0,High
Rajasthan,Jhalawar,Total Food Grains,Total,2.49,7.52,3024.0,Low
Bihar,Arwal,Maize,Total,0.0,0.0,6588.0,Low
Punjab,Moga,Rice,Total,1.85,8.72,4721.0,Low
Madhya Pradesh,Ratlam,Gram,Total,0.1,0.15,1455.0,Medium
Telangana,Jangoan,Rice,Total,1.52,4.26,2803.0,Low
Andhra Pradesh,Eluru,Cereals,Rabi,0.52,3.81,7276.0,Low
Jharkhand,Khunti,Nutri/Coarse Cereals,Kharif,0.09,0.13,1522.0,Medium
Tripura,Gomati,Total Food Grains,Kharif,0.25,0.69,2727.0,Low
Bihar,Saran,Total Food Grains,Kharif,0.7,1.64,2343.0,Low
Maharashtra,Gadchiroli,Moong,Kharif,0.0,0.0,321.0,High
Telangana,Mulugu,Shree Anna /Nutri Cereals,Kharif,0.0,0.0,819.0,High
Arunachal Pradesh,Lohit,Cereals,Kharif,0.09,0.15,1708.0,Medium
Arunachal Pradesh,Siang,Moong,Total,0.0,0.0,1167.0,Medium
Bihar,Khagaria,Shree Anna /Nutri Cereals,Total,0.0,0.0,491.0,High
Punjab,Ludhiana,Total Food Grains,Total,5.05,24.85,4922.0,Low
Arunachal Pradesh,Papum Pare,Cereals,Kharif,0.16,0.3,1943.0,Low
Rajasthan,Rajsamand,Barley,Total,0.05,0.14,2936.0,Low
Rajasthan,Dausa,Bajra,Kharif,1.6,3.28,2053.0,Low
Telangana,Vikarabad,Wheat,Rabi,0.0,0.0,1973.0,Low
Maharashtra,Ratnagiri,Maize,Rabi,0.0,0.0,2503.0,Low
Rajasthan,Tonk,Barley,Total,0.04,0.16,3711.0,Low
Jharkhand,Ranchi,Moong,Total,0.02,0.01,800.0,High
Maharashtra,Parbhani,Shree Anna /Nutri Cereals,Rabi,0.96,1.1,1136.0,Medium
Andhra Pradesh,Visakhapatanam,Cereals,Kharif,0.05,0.17,3488.0,Low
Uttarakhand,Rudra Prayag,Nutri/Coarse Cereals,Total,0.12,0.19,1593.0,Medium
Madhya Pradesh,Dhar,Maize,Rabi,0.29,0.97,3358.0,Low
Uttarakhand,Tehri Garhwal,Wheat,Rabi,0.11,0.23,2106.0,Low
Madhya Pradesh,Ratlam,Shree Anna /Nutri Cereals,Total,0.0,0.01,1524.0,Medium
Rajasthan,Udaipur,Total Food Grains,Total,2.27,4.93,2178.0,Low
Jharkhand,Godda,Wheat,Rabi,0.13,0.32,2499.0,Low
Rajasthan,Sirohi,Bajra,Summer,0.05,0.09,2000.0,Low
Himachal Pradesh,Solan,Urad,Total,0.0,0.0,407.0,High
Telangana,Sangareddy,Jowar,Rabi,0.34,1.03,3026.0,Low
Karnataka,Raichur,Cereals,Summer,0.04,0.11,2605.0,Low
Bihar,Sitamarhi,Nutri/Coarse Cereals,Total,0.03,0.13,4761.0,Low
Maharashtra,Nandurbar,Moong,Kharif,0.03,0.01,265.0,High
Telangana,Hanumakonda,Jowar,Total,0.0,0.0,1510.0,Medium
Karnataka,Ballari,Nutri/Coarse Cereals,Kharif,0.44,1.39,3203.0,Low
Karnataka,Bengaluru Urban,Total Food Grains,Total,0.19,0.35,1858.0,Medium
Bihar,Araria,Total Food Grains,Rabi,1.15,9.34,8147.0,Low
Rajasthan,Dholpur,Nutri/Coarse Cereals,Rabi,0.0,0.02,3711.0,Low
Jharkhand,Ramgarh,Ragi,Kharif,0.01,0.0,650.0,High
Andhra Pradesh,Guntur,Cereals,Kharif,0.57,2.09,3671.0,Low
Rajasthan,Kotputli-Behror,Tur,Total,0.0,0.0,1201.0,Medium
Jharkhand,Koderma,Jowar,Kharif,0.0,0.0,700.0,High
Madhya Pradesh,Gwalior,Gram,Total,0.02,0.03,1646.0,Medium
Andhra Pradesh,West Godavari,Urad,Total,0.01,0.01,1343.0,Medium
Rajasthan,Jhalawar,Tur,Kharif,0.0,0.0,857.0,High
Bihar,Vaishali,Cereals,Total,1.0,3.09,3103.0,Low
Madhya Pradesh,Ratlam,Moong,Kharif,0.0,0.0,581.0,High
Andhra Pradesh,Parvathipuram Manyam,Maize,Total,0.1,0.56,5438.0,Low
Himachal Pradesh,Kangra,Total Food Grains,Total,1.58,3.28,2071.0,Low
Bihar,Pashchim Champaran,Wheat,Total,0.7,1.9,2716.0,Low
Karnataka,Shivamogga,Rice,Rabi,0.0,0.0,2842.0,Low
Himachal Pradesh,Una,Urad,Kharif,0.0,0.0,906.0,Medium
Andhra Pradesh,Alluri Sitharama Raju,Other Pulses,Total,0.1,0.09,871.0,High
Madhya Pradesh,Mauganj,Bajra,Total,0.0,0.0,710.0,High
Andhra Pradesh,Alluri Sitharama Raju,Urad,Total,0.03,0.02,914.0,Medium
Bihar,Lakhisarai,Shree Anna /Nutri Cereals,Total,0.0,0.0,533.0,High
Maharashtra,Akola,Nutri/Coarse Cereals,Kharif,0.0,0.0,1318.0,Medium
Karnataka,Raichur,Urad,Kharif,0.0,0.0,590.0,High
Karnataka,Ramanagara,Other Pulses,Kharif,0.09,0.08,827.0,High
Maharashtra,Aurangabad,Jowar,Rabi,0.33,0.35,1066.0,Medium
Bihar,Jehanabad,Rice,Total,0.44,1.2,2712.0,Low
Uttarakhand,Rudra Prayag,Wheat,Rabi,0.08,0.14,1609.0,Medium
Telangana,Vikarabad,Shree Anna /Nutri Cereals,Kharif,0.01,0.01,1106.0,Medium
Andhra Pradesh,Vizianagaram,Total Food Grains,Rabi,0.42,1.78,4188.0,Low
Jharkhand,Giridih,Cereals,Rabi,0.13,0.33,2499.0,Low
Himachal Pradesh,Hamirpur,Wheat,Total,0.32,0.44,1390.0,Medium
Telangana,Wanaparthy,Gram,Rabi,0.01,0.01,1762.0,Medium
Himachal Pradesh,Sirmaur,Barley,Rabi,0.02,0.04,2024.0,Low
Rajasthan,Hanumangarh,Jowar,Total,0.0,0.0,811.0,High
Rajasthan,Pali,Total Food Grains,Total,4.52,4.61,1018.0,Medium
Karnataka,Uttara Kannada,Other Pulses,Total,0.02,0.02,685.0,High
Maharashtra,Sangli,Moong,Total,0.05,0.04,692.0,High
Bihar,Purbi Champaran,Cereals,Summer,0.15,0.66,4256.0,Low
Madhya Pradesh,Satna,Maize,Rabi,0.0,0.0,2755.0,Low
Madhya Pradesh,East Nimar,Bajra,Total,0.0,0.0,980.0,Medium
Jharkhand,Dhanbad,Tur,Total,0.02,0.02,1200.0,Medium
Maharashtra,Bhandara,Tur,Total,0.09,0.04,437.0,High
Uttarakhand,Pithoragarh,Lentil,Rabi,0.03,0.03,931.0,Medium
Rajasthan,Banswara,Cereals,Kharif,1.35,2.77,2062.0,Low
Karnataka,Ballari,Wheat,Rabi,0.0,0.0,1255.0,Medium
Arunachal Pradesh,West Kameng,Cereals,Kharif,0.05,0.08,1598.0,Medium
Jharkhand,Ramgarh,Nutri/Coarse Cereals,Kharif,0.09,0.19,2134.0,Low
Andhra Pradesh,Chittoor,Nutri/Coarse Cereals,Rabi,0.0,0.01,6304.0,Low
Andhra Pradesh,Chittoor,Cereals,Total,0.2,0.69,3496.0,Low
Uttarakhand,Nainital,Wheat,Total,0.19,0.76,4047.0,Low
Maharashtra,Dhule,Moong,Summer,0.01,0.0,184.0,High
Telangana,Yadadri Bhuvanagiri,Other Pulses,Rabi,0.0,0.0,830.0,High
Madhya Pradesh,Ashoknagar,Other Pulses,Rabi,0.06,0.06,970.0,Medium
Jharkhand,Palamu,Cereals,Kharif,0.75,1.14,1520.0,Medium
Madhya Pradesh,Alirajpur,Nutri/Coarse Cereals,Summer,0.0,0.0,4860.0,Low
Arunachal Pradesh,Upper Siang,Nutri/Coarse Cereals,Kharif,0.03,0.03,1137.0,Medium
Maharashtra,Thane,Nutri/Coarse Cereals,Rabi,0.0,0.0,2705.0,Low
Goa,South Goa,Other Pulses,Rabi,0.01,0.0,532.0,High
Maharashtra,Chandrapur,Other Pulses,Total,0.29,0.19,643.0,High
Uttarakhand,Chamoli,Cereals,Rabi,0.13,0.22,1640.0,Medium
Maharashtra,Chandrapur,Rice,Kharif,1.91,3.49,1828.0,Medium
Bihar,Jehanabad,Bajra,Kharif,0.0,0.0,1026.0,Medium
Maharashtra,Hingoli,Nutri/Coarse Cereals,Summer,0.03,0.03,873.0,Medium
Punjab,Sangrur,Total Food Grains,Kharif,2.41,11.69,4852.0,Low
Arunachal Pradesh,Shi Yomi,Maize,Total,0.0,0.01,1819.0,Medium
Madhya Pradesh,Bhopal,Wheat,Total,1.15,3.6,3135.0,Low
Madhya Pradesh,Betul,Gram,Total,0.44,0.65,1488.0,Medium
Telangana,Jayashankar Bhupalapally,Shree Anna /Nutri Cereals,Rabi,0.0,0.0,2479.0,Low
Karnataka,Kalaburagi,Other Pulses,Rabi,0.0,0.0,493.0,High
Rajasthan,Alwar,Maize,Kharif,0.0,0.01,2552.0,Low
Punjab,Sangrur,Barley,Total,0.01,0.02,4495.0,Low
Karnataka,Chikkaballapura,Urad,Total,0.0,0.0,544.0,High
Maharashtra,Chandrapur,Nutri/Coarse Cereals,Kharif,0.02,0.01,560.0,High
Maharashtra,Akola,Moong,Kharif,0.02,0.01,350.0,High
Madhya Pradesh,Sidhi,Lentil,Total,0.01,0.01,933.0,Medium
Madhya Pradesh,Dindori,Shree Anna /Nutri Cereals,Kharif,0.19,0.19,995.0,Medium
Madhya Pradesh,Dhar,Total Food Grains,Total,4.28,12.95,3028.0,Low
Arunachal Pradesh,Leparada,Other Pulses,Kharif,0.0,0.0,715.0,High
Madhya Pradesh,Sidhi,Maize,Rabi,0.0,0.0,2842.0,Low
Andhra Pradesh,Krishna,Total Food Grains,Total,2.87,8.69,3024.0,Low
Telangana,Jogulamba Gadwal,Wheat,Total,0.0,0.0,1973.0,Low
Bihar,Araria,Cereals,Summer,0.07,0.19,2760.0,Low
Arunachal Pradesh,Kra Daadi,Total Food Grains,Rabi,0.0,0.0,1650.0,Medium
Bihar,Khagaria,Barley,Rabi,0.0,0.0,1881.0,Low
Andhra Pradesh,East Godavari,Gram,Rabi,0.0,0.01,1692.0,Medium
Andhra Pradesh,Bapatla,Ragi,Total,0.0,0.0,1995.0,Low
Jharkhand,Gumla,Urad,Kharif,0.08,0.08,1107.0,Medium
Karnataka,Udupi,Jowar,Kharif,0.0,0.0,1982.0,Low
Telangana,Ranga Reddy,Ragi,Kharif,0.0,0.0,1227.0,Medium
Karnataka,Chikkamagaluru,Moong,Total,0.02,0.0,294.0,High
Rajasthan,Jhunjhunu,Other Pulses,Rabi,0.0,0.0,1099.0,Medium
Bihar,Supaul,Total Food Grains,Summer,0.4,0.74,1862.0,Low
Bihar,Arwal,Barley,Total,0.0,0.0,1391.0,Medium
Madhya Pradesh,Tikamgarh,Total Food Grains,Summer,0.01,0.01,695.0,High
Maharashtra,Pune,Nutri/Coarse Cereals,Summer,0.11,0.16,1396.0,Medium
Arunachal Pradesh,Tirap,Cereals,Rabi,0.01,0.01,1629.0,Medium
Bihar,Aurangabad,Total Food Grains,Total,3.18,8.57,2691.0,Low
Andhra Pradesh,Visakhapatanam,Urad,Kharif,0.0,0.0,990.0,Medium
Telangana,Vikarabad,Wheat,Total,0.0,0.0,1973.0,Low
Maharashtra,Ahmednagar,Nutri/Coarse Cereals,Kharif,1.73,3.74,2159.0,Low
Andhra Pradesh,West Godavari,Total Pulses,Total,0.01,0.01,1343.0,Medium
Himachal Pradesh,Shimla,Gram,Rabi,0.0,0.0,1049.0,Medium
Uttarakhand,Almora,Rice,Total,0.09,0.13,1393.0,Medium
Maharashtra,Jalna,Urad,Summer,0.0,0.0,410.0,High
Arunachal Pradesh,Tawang,Total Food Grains,Total,0.04,0.08,1748.0,Medium
Madhya Pradesh,Panna,Total Food Grains,Rabi,1.93,4.39,2276.0,Low
Rajasthan,Phalodi,Shree Anna /Nutri Cereals,Total,1.6,1.04,648.0,High
Bihar,Gaya,Moong,Total,0.03,0.02,710.0,High
Rajasthan,Baran,Bajra,Total,0.0,0.0,1144.0,Medium
Punjab,Shahid Bhagat Singh Nagar,Total Food Grains,Total,1.47,7.03,4800.0,Low
Telangana,Kumuram Bheem Asifabad,Other Pulses,Total,0.0,0.0,1261.0,Medium
Jharkhand,Hazaribagh,Nutri/Coarse Cereals,Rabi,0.0,0.0,2075.0,Low
Punjab,Ferozepur,Wheat,Total,1.87,9.79,5223.0,Low
Rajasthan,Bundi,Barley,Total,0.02,0.08,3711.0,Low
Maharashtra,Yavatmal,Total Food Grains,Rabi,2.04,2.46,1208.0,Medium
Punjab,Malerkotla,Cereals,Total,1.06,5.7,5377.0,Low
Rajasthan,Karauli,Rice,Kharif,0.01,0.04,2593.0,Low
Madhya Pradesh,Narsinghpur,Nutri/Coarse Cereals,Summer,0.0,0.0,4975.0,Low
Karnataka,Bengaluru Urban,Shree Anna /Nutri Cereals,Total,0.17,0.32,1855.0,Medium
Madhya Pradesh,Dindori,Urad,Kharif,0.03,0.01,544.0,High
